algorithm,percentile of pool members,selection probability
k/n,41.84100418410041,0.12552301255230125
k/n,42.25941422594142,0.12552301255230125
k/n,42.67782426778243,0.12552301255230125
k/n,43.09623430962343,0.12552301255230125
k/n,43.51464435146444,0.12552301255230125
k/n,43.93305439330544,0.12552301255230125
k/n,44.35146443514644,0.12552301255230125
k/n,44.76987447698745,0.12552301255230125
k/n,45.18828451882845,0.12552301255230125
k/n,45.60669456066946,0.12552301255230125
k/n,46.02510460251046,0.12552301255230125
k/n,46.44351464435147,0.12552301255230125
k/n,46.86192468619247,0.12552301255230125
k/n,47.28033472803347,0.12552301255230125
k/n,47.69874476987448,0.12552301255230125
k/n,48.11715481171548,0.12552301255230125
k/n,48.53556485355649,0.12552301255230125
k/n,48.95397489539749,0.12552301255230125
k/n,49.37238493723849,0.12552301255230125
k/n,49.7907949790795,0.12552301255230125
k/n,50.2092050209205,0.12552301255230125
k/n,50.627615062761514,0.12552301255230125
k/n,51.04602510460251,0.12552301255230125
k/n,51.46443514644351,0.12552301255230125
k/n,51.88284518828452,0.12552301255230125
k/n,52.30125523012552,0.12552301255230125
k/n,52.719665271966534,0.12552301255230125
k/n,53.13807531380753,0.12552301255230125
k/n,53.55648535564853,0.12552301255230125
k/n,53.97489539748954,0.12552301255230125
k/n,54.39330543933054,0.12552301255230125
k/n,54.811715481171554,0.12552301255230125
k/n,55.23012552301255,0.12552301255230125
k/n,55.64853556485355,0.12552301255230125
k/n,56.06694560669456,0.12552301255230125
k/n,56.48535564853556,0.12552301255230125
k/n,56.903765690376574,0.12552301255230125
k/n,57.32217573221757,0.12552301255230125
k/n,57.74058577405857,0.12552301255230125
k/n,58.15899581589959,0.12552301255230125
k/n,58.57740585774059,0.12552301255230125
k/n,58.995815899581594,0.12552301255230125
k/n,59.41422594142259,0.12552301255230125
k/n,59.83263598326359,0.12552301255230125
k/n,60.25104602510461,0.12552301255230125
k/n,60.66945606694561,0.12552301255230125
k/n,61.08786610878661,0.12552301255230125
